3,marco rubio care zika crisis late clear care flsen
3,look big fucking child know grass bcs hot refuse
1,show chest absolutely still complaining
1,huxley draining life energy look evil glint eye th poop day
3,mannequin look like head blown
1,exceptionally crappy journey home completely balanced finding waiting post
2,l interfere people relationship
3,libs ever get tired playing victim stop incessant whining amp go work hard blackwomensequalpay
2,ypg found  year old child detainee regime prison traumatised cannot speak v
1,get worse
2,chicken korma probably white person favourite curry bland fuck
2,chicken korma probably white person favourite curry bland fuck
3,u ever feel bad urself beth pretended boy piss boy x
3,mqm held rally show solidarity pakistan army ranger amp police fighting taliban mqmlovespakistan
3,mqm held rally show solidarity pakistan army ranger amp police fighting taliban mqmlovespakistan
1, play feeling
1,play feeling
1,play feeling 
3,cryptic note left window shield seth car turn game life amp death
1,common myth anxiety depression health
3,blame gal trying
3,shadoe tongue fly mouth random serious conversation  
3,shadoe tongue fly mouth random serious conversation  
3,part grayson said u look like piece shit killed
3,mute offensive term use name disability danielkevinharris
3,dear life ask much give chance stop annoying swear
2,state british journalism shocking least awareness produce summary
3,keeping kid away loving mother child abuse please makethecall
1,sensitive af wanna get feeling hurt
2,ripped shower hate hospital bloody death trap
2,smoke need ingesting something toxic horrendous keep body pure
2,tim cook feel shame apple tax avoiding way rest u cringing
1,trinity post jordin skye raven black thing bad boy find
3,real life selfie sorry face make without looking ugly lol subscribe
2,fuckin sister really mailed potato orlando congratulate im dead
2,gang member look like fucking gang member
1,fathfulfriend leave side  hour recent illness
1,sent drawing see really sad
3,think embarrassing stuff look back try facebook post 
3,exerted patience day ridiculous
3,people like lego broken completed another person even underneath still broke
3,calm really stigma amp ignorance kill knowledge give power positive change ht
3,laura trott frustrated questioning team gb cycling rival rio
3,government step solve problem always expense innocent people
2,australia flesh eating virus claiming victim
2,acting like drag decade people hype weak chanyeol slander nowadays
1,pose dramatically im one bit sorry
1,pose dramatically im one bit sorry
3,jhs unnecessary emojis spam make wanna beat as muted day calm fuck sometimes
3,jhs unnecessary emojis spam make wanna beat as muted day calm fuck sometimes
3,pay attention somebody else think rent space mind tru life drinkchamps
0,pokemon go dying
3,tbh drawn lot dispite inactivity cuz work finished single file w
3,tbh drawn lot dispite inactivity cuz work finished single file w
3,tbh drawn lot dispite inactivity cuz work finished single file w
3,inane defense clinton arm story claim power arm export false
2,internet troll kremlintrolls terrible human being social medium socialmedia
3,never found comfort talk like lord complain grief sorrow allah
3,getting annoyed constant singing cbb
1,afraid going please hurt stop cruelty go vegan pigtrial
2,learn ram mohun roy sadly died stapleton bristol statue near city hall ht
1,corbyn comms team still hard work traingate
3,transformer hell even gobots robot changer
3,janey giving key house honestly mistake bc obsessed dog visit daily
3,bad thing fine hell
2,officially laughable ashamed facebook
3,wtf wanted make nigga hated fucking crazy ripswipey
3,speaking translator watford manager walter mazzarri say sorry club fan defeat gill
3,bad gave u  day send stuff
2,chat become fucking jumin barbecue roasting fucker like aiyy
3,cursed imagesretweet bad luck
3,getting something isnt fault director realizes wasnt fault amp apologizes
2,see irrelevant promoted nonsense tl
2,see irrelevant promoted nonsense tl
3,believe people think shit legitimate account retweets reply shit like
3,believe people think shit legitimate account retweets reply shit like
3,ugly shit oh well dttselfies
3,someone try u amp u gotta show bos without harsh
3,many life failure people realise close success gave thomas edison
3, killed  wounded south shore shooting man killed another wounded
3,left alone everyone fuck ever
3, year ago russian soviet troop crushed another people democratic hope czechoslovakia last
1,sound annoys little as kid cry mommy
3,aging may bad economy albuquerque journal
0,trans jihyo normally nayeon see smt shocking using phone also exclaims wait moment
3,strong word worst potus ever earned enlist patriot army usfa
3,cheating site inadequate security privacy official say
0,believe exists joke
3,aye fury written face pathetic little rag turned
1,utterly sad one deserves tragic memory saved head young age
3,redskin worst madden  rating nfc east make sense
3,hiding rest season due personal foul led concussion hillaryfootballplays
3,major art block decided  try art style serum fucki ng wife turned trash
3,get student oyster card  one thinking travel free anymore make
1, yr old weight loss chronic diarrhea splenomegaly review outside slide hemepath
2,victim body lake underhill murder police say orlando
3,ah put half million cash plane iran still shit victim
1,millionaire feeling sad
2,ffs fricking sun come creepy black wig headline loki
3,mahama montie release worst decision since independence politics
1,am applying makeup half awake half dead trying cover tired
3,two worst thing ever created combined one sick
3,insane nobody resist putting face one
3,one important diversity show mostly casting agency fault
3,u try say trump bad person read
3,congress unwillingness pas obama far left agenda give authority act unilaterally tcot htt
3,bad day bird riding dog like horse
0,special place hell woman support hillary special place hell tcot h
2,admit pathetic freak young supple foot admit sacrifice
1,huge disappointment talk part making even worse
1,duo sad sad
1,anyways got id hahahahah want die look ugly
3,mt gun kill people value life kill people a pjnet
3,child learning tolerate child child learning kill child
2,bbc fucked subtitle stand subtitle showed nature documentary cry
3,calgary dad say victim unprovoked baseball bat attack
3,lurk end getting feeling hurt
3,false jew number  satanics world still jewish dna day
2,doctor know pickle jar test chronic brain damage sickhillary h
2, watermelon matter hard try like taste like water spoon sugar nasty
1,anxiety anxiety chronicillness get much paintalks
3,first true friend ever fake ya bitch could get real shit
3,worst thing danganronpa never went fucking god tier design
3,try smile picture look forced unnatural
3,illegal immigrant failed asylum seeker deported immediately day job
2,believe eye last night raving deep sometimes stay home amp recover
2,believe eye last night raving deep sometimes stay home amp recover
3,lebenon donates m  foundation amp afterwards clinton land algeria bill lesser evil scam htt
2,obesity genetic thesunrise english choice ignored blow amp ignore tntwe play
3,lorde fucking vacation tired
2,rip danielharris lost life using sign language communicate w cop cop paid leave rn
3,michael vick thug dog fighter always inaccurate fast bcuz use run cop nigger
3,despite criticism many men resist outsits
1,doubt trump suffering tertiary stage syphilispermanent damage brain
2,american politics somehow become le ridiculous newly released cat
1,sad annoyed human support staff flu sorry need bed go get box wednesday cat
1,babe spoiled today
1,babe spoiled today
3,choke take way fuck tbh
1,police smh yall muffkas need get ur shit together
0, final destination movie seriesi obsessed series death unrealistic fun
3,hell yeah know initiative people dislike noprop
2,breaking hillaryclinton voter follows want maga people amp raped medium make hrc disavow
3,literally worst person keeping secret worst spy time bfyspy
3,chris come overtom chris bring taylortom
2,south korean killed vietnamese brutal manner cambridge
1,whytrumpcanceledrallies cancel rally schedule website
1,whytrumpcanceledrallies cancel rally schedule website
1,dttselfies even though look horrible still decided participate gorgeous omg
1,dttselfies even though look horrible still decided participate gorgeous omg
3,wanna fix government problem quit voting tcot pjnet astoryinsentences
3,literally mess meet nanofarm box grows crop
2,acting like tweeted comeback century embarrassing
3,bad life mine iag romancereaders bookboost
1,yoonmin ugly ship see yoongi going hoseok
2,cambridgeshire woman found dead man seriously injured home
3,worst leader one know delegate
3,would expect le baby one security protest pc correct pervert
2,according photoshop tit yeah stupid cunt soo fucking photoshopped
3,enough distraction road without looking phone googlestreetview
2, kind pie ew nope especially pumpkin pie hate much
3,front mirror late night trying convince ugly
1,eye useless
3,life full fake people trust one hugotnahugot
3,much lyric intense experience song cause association david bowie slow burn madsmusic
1,honey want take anymore need put bedsing lullaby die end
1,honey want take anymore need put bedsing lullaby die end
1,sorry pic could
3,mark grey anatomy started fuckboy turned best fucking character im still sad
2,sickhillary wakeupamerica nra a many lie become pathological liar
1,barely nd day school smh
3,jww rude as text short think even wanna talk gang eachother
3,matching fuck fly fuckin
3,end massive fraud attack feedzai fintech machinelearning re
1,im gonna throw fuckin phone im cry sjsksklajsk
3,k late dangerous guy go homel k excuse excuse u get scold ur parent
1,also really lazy as sometimes hard try dont anything
3,horrible eyelash thesis dummy proof though blind one eye
3,yup  online shopper stop buying one bad customer experience custserv
2,social medium wake gaza amp war balochistan pity humanity world
1,ugly per usual
1,ugly per usual
3,ppl post thing like heavily hurt
3,confused confused confused like never c ripmichaelseyebrowpiercing
1,said log bank fckn dead man dkl
1,care sad person
1,care sad person
1,care sad person
2,always virtuepsychopaths crave pity use steal kill amp destroy
0,last first day damn cute share
0,last first day damn cute share
0,last first day damn cute share
3,hiv effort let test shortage say
3,mistake made justify foolish belief bad decisio
1,britney spear part help impacted devastating louisiana flood
3,holy sh ugly black life matter leader blast crap old white
3,brother finally chopped mop go check need line disappointed
3,fraud girl revealed  rape law misuse frame asaram bapu ji misuseofrapelaws
3,remember jungkook tried kill suga fake digital shooting gun suga killed childhood dream
3,remember jungkook tried kill suga fake digital shooting gun suga killed childhood dream
3,remember jungkook tried kill suga fake digital shooting gun suga killed childhood dream
2,look like literal ogar child
1,sad news former law amp order star steven hill passed away 
3,reason go rally feel guilty
3,sad see shit like  tip someone ungrateful called beautiful disrespected
2,worst fucking twitter point
3,nigga stupid
3,nigga stupid
3,get tired liberal left acting black people sort mental misfit
3,rose tralee organiser say contestant judged abortion view
3, year old charged rape get  year probation go jail
3, officethe workday typical office worker consisting ego clash inappropriate behavior tedium
3, officethe workday typical office worker consisting ego clash inappropriate behavior tedium
3,people talking crap behind
3,say hurting patient service clearly wrong onpoli carenotcuts
1,wonho embarrassing pinch wall need compliment get pouty guy look
1,wonho embarrassing pinch wall need compliment get pouty guy look
1,wonho embarrassing pinch wall need compliment get pouty guy look
3,curve game stupid
1,sad sushi kitten
3,dirty old police problem say hillary clinton
3,auspolevery disadvantaged electorate labor seat labor ever done stop poverty nothing
3,people getting nerve today sorry
1,medical news today strep throat picture symptom
1,turn jumping bathtub full hot sauce bad idea
3,teenager get trouble due late curfew bad grade get trouble
1, star show  pre recbh said pre rec last week looked sick sleep well
3,always tentacle monstergoddamn itfucking japan mangood bad fucking christ
3,raining pouring old noob dying
3,tired weak rage could scream star right skyy
2,indian terrorist army kashmir intentionally fire pellet killing effect
2,really went beyond dis ion never seen someone dedicated somebody supposed hate
3,bad day opened snap
3,hate rumor told hair dye radioactive alone would kill  million american
0,disney actor bi probably disney
1,sad look cute pup w flower
1,tried save bunny attacked r p rocky rabbit sad u strong rock
3,enough shit
2,sad see people think okay funny like heartless disgust
2,even disagree people drag clique shit like
3, tell told deleted dick pic almost started cry
3,college agency appalling record failure amp churn retard
3,four stretch flexibility help avoid unnecessary pain
0,badge finally updated look bad badge smh time switch something else
3,president solved critical issue come admin let tell stand
1,dont feel sorry brain attaching stupid thing
1,dont feel sorry brain attaching stupid thing
1,whereishillary collecting donation saudi friend sad trump trumptrain neverhillary
3,weight try joint shit problem someone come take shit nothatsnotatypo
3,pirate au lot painful u think
1,ugly rn gonna upload old selfie shit ton shit piled face amp green hair ok
1,saw man cry needed help gave money wallet could take day
2,member sos absolute piece racist amp sexist trash
2,want leave anywhere leave hate around people sometimes
3,evolution joke  rant interpreter explain blame media rant pa more joke lang sob
1,also cry pic
0,believe still follow stop laughing tweet
0,believe still follow stop laughing tweet
3,ssu like sorry sir let campus without id hood know right
1,bad night sleep mess brain memory connection
3,fooled bad boy image angel disguise mtvhottest zayn
1,dog sad
3,trumpinatx illegal race law
2,cincinnati zoo delete twitter delete wrong fighting u harambe
3,biggest regret letting slip finger
1,incase bad day
1,incase bad day
2, hotdogsy stay cookout taste like death rebuke filth jesus name
2, hotdogsy stay cookout taste like death rebuke filth jesus name
3,lesson oprah thinking big hurt
1,make sad
1,quick im sick
2,killing swear making sure dumb shit
3,feeling pressured election vote like coward
1,bad day night
2,woman behind drug bad voicemail frank ocean mom
2,mina made ugly horrible tiny pindick cucumber thing something pretty yummy sph findom
3,people fuck feeling
3,harry tripped little dog stopped apologize
3,hillary nd daughter mourn w u   say fault hillary beam w pride hillaryshuma
2,tired seeing people stop light even close yellow drivesafe
3,mt ironic mass shooting take place gunfreezone tcot a pjnet
1,awful refuse assimilated omg blatant
1,ap journalist left yeah totally shocked sick hillary seizure
3,stuff like barbossa segment make angry
3,teacher school determine student ready promotion bad test dayscount
0,alex turner mile kane rose german gig tonight one hell evening tlsp
0,alex turner mile kane rose german gig tonight one hell evening tlsp
0,alex turner mile kane rose german gig tonight one hell evening tlsp
0,alex turner mile kane rose german gig tonight one hell evening tlsp
1,jenna stray hair distracted entire podcast dink fam named pam pam distracting
3,worthless people live eat drink live people socrates
1,ariana queen jealous sad
1,apparently snoring unbearable
2,meet mila  month terrible skin infection pneumonia almost make
2,meet mila  month terrible skin infection pneumonia almost make
2,damn hate spot difference game
2,obama visit disaster area tell stay hell away legacy
1,awful quality apologise going sleep sorry awkward k bye
1,awful quality apologise going sleep sorry awkward k bye
1,awful quality apologise going sleep sorry awkward k bye
2,sure th ignorant lib apologist name air w ubut islam intentional murderous cult
2,worst part going back school able see little ugly miss u xoxo
1,got twitter jail ya miss enovaaw
3,swallow death forever sovereign lord wipe away tear face isaiah   jesus
3,bastard knock sense head good morning everyone
1,myth busted dietary cholesterol whole egg bad evidencebased
3, one direction left slowly breaking apart accept also boy band need die
2,mom asks wheres __ like damn jk fuck
3,lochte lie robbed everyone loses mind lie ok potus tcot
2,hypocrisy hated every race sex class medium dying
3,life difficult face reality john maxwell
3,losing  veteran day suicide please friend vet check stopthis
3,like worst satire ever
1, mcu bucky barnes overrated overhyped idc probably never
1, mcu bucky barnes overrated overhyped idc probably never
3,handle worst deserve best
3,trying hard funny joke dry hell
3,use complaint irea waseem razvi violently homophobic jihadist auspol
3,use complaint irea waseem razvi violently homophobic jihadist auspol
2,hey gop donor trump trump playing fool sucker trumptrain scamming
3,rose redi cheated lost herso guess single
3,country treat heroic athlete forced sneak back like bad guy
3,winning whining many people sweat small stuff focus solution problem
1,pree dope last night boy got nose broken da pit could say lit
0,eating dog healthy dog poisoned dart amp carry rabies stopyulinever
3,  magnitude earthquake hit italy town amatrice reduced rubble people trapped
1,hbd one bffs partner crime ilysm j here u laughing till cry pain
3,making assumption tend positive negative lesson
1,photo grave damage amatrice caused tonight earthquake clear info casualty jet italy htt
0,started sending brady lyric gotta go way omg stop laughing
3,attention guy join u tonight chat performance silly sketch latelateshow
1,remove bad effect life using tip gt gt love vashikaran mantra
3,uq dr thomas say attack research funding ignorant
3,federal minimum wage   enough make end meet excuse time
3,give bottle scotch handgun blow fucking head
3,molonlabe ever hear apologize adefenders america need pulled trench rednationrising
2,receipt hate
3, uninvitedanother movie one biggest plot twist typical horror movie
3,auspolshortens staff sweating like pig fed shake place corrupt evidence frm crooked labor
3, airline want die event crash sue position ensures neck snap
3,new rule obama punish contractor cheat endanger worker
1,capricorn wrong person cross sweet could really hurt yo feeling friendly always looking good time
3,due evil doer  crore male population facing massive misuse anti rape law misuseofrapelaws
1,childhood concussion minor bang head raise early death risk
2,  earthquake struck central italy  hour ago dead amp others trapped rubble
3,never go big time rush concert stanbigtimerush
2,many world woman become victim old custom
2,hate kylie lip kit formula hate
3,katkat hand give shit home wanted bed back
3,new low price edge pleasure often lie little pain bdsm romance mrbg eag
3,asaram bapu ji case allegation molestation medical proof blatant rape law misuse misuseofrapelaws
3,never thrown baseball problem right middle game ufcvancouver
2, people hate
3,chase iron eye say highway  blockade creates problem hinders emergency vehicle
2,young generation bust old crook using twitter ask arent jail vimalamindada
1,people really need stop harambe meme still recovering loss
3,stupid dumb
1,height adjustable monitor wall mount system big monitor fml
3,else boob trick picture cause flat fuck
3,nigga done scored point fucked bitch day alive dont u ever look eye
3,depressed say life bad
3,every girl deserves boy treat like girl world amp absolutely crazy
2,clinton death list  intriguing case coincidental accidental suicidal death
3,ww whist focus somme another war fought indian soldier protecting strategic suez canal
3,ever struggle selling shoe hard much tbh
1,tremble sight cold
3,want brow bad
3,want brow bad
3,breaking despite ecp notice khan sahb jalsa jhelum political tactic stop pti campaign
1,feeling dead drained af leaving uk  hour got going nice
2,awkward moment parent tn hate common core math realize still getting common core math xd
3,fugitive israeli tech ceo plead guilty u fraud case
1,apparently sidetoside music video coming august rd im literally dying
3,dollar every time bad mood
3,burkiniban decade time france judged harshly target woman enjoying beach
3,burkiniban decade time france judged harshly target woman enjoying beach
2,everyone hate cute muffin swear unproblematic defenseless soul ever
2,crime american people human right death cult immediate deportation
0,lol annoying
3,life often lived looking glass criticizing fail stop get amp make memory
1,beyond suicide bpd much worse outcome bipolar etc still dismissed difficult forgotten spsm
1,hey issue server chat cause weird kinda suck
3,petitioner say judge lose job sex assaulter probation boston globe
3,dick move god dick move atheist atheism let anyone suffer god tho ht
3,take long hard look accept ugly
3,new fda regulation proving bad health read tacoboutittuesday
1,bored life life done homework amp class tomorrow
1,bored life life done homework amp class tomorrow
1,bored life life done homework amp class tomorrow
2,level stupidity damn high
3,sorry bothered friendship
